წყარო,სათაური,ავტორი,აბსოლუტური ლინკი,ISBN,ფასი,ყდა
პალიტრა L,შურისძიებას აცვია პრადა,ლორენ ვაისბერგერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2690&lang=ka-GE,978-9941-29-831-8,11.95,https://www.palitral.ge//pictures/image17/ed464af591227d040374446021241457.jpg
პალიტრა L,ენ ვერონიკა,ჰერბერტ უელსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2689&lang=ka-GE,97 8-9941-29-830-1,11.95,https://www.palitral.ge//pictures/image17/3ae348343855d7a4be05bc941ede8844.jpg
პალიტრა L,"ვისწავლოთ: წერა, კითხვა თვლა,საათის ცნობა",ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2553&lang=ka-GE,978-9941-24-504-6,16.99,https://www.palitral.ge//pictures/image17/808168cc80f6abb8be7dcefb53022e7f.jpg
პალიტრა L,თავგადასავალი საჰაერო  ოკეანეში და სხვა მოთხრობები,ჯეკ ლონდონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2686&lang=ka-GE,978-9941-29-536-2,20,https://www.palitral.ge//pictures/image17/89fca71fa2065bef1d86af7e45c54c6c.jpg
პალიტრა L,საუკეთესო მოთხრობები,ლევ ტოლსტოი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2687&lang=ka-GE,978-9941-29-413-6,20,https://www.palitral.ge//pictures/image17/f73fa01ba695c0f03d00907a2c0ca255.jpg
პალიტრა L,სანიმუშო მილიონერი და სხვა ზღაპრები,ოსკარ უაილდი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2685&lang=ka-GE,978-9941-29-486-0,20,https://www.palitral.ge//pictures/image17/e6cf81277237e8490519ab4347fc3f6d.jpg
პალიტრა L,სამი მუშკეტერი,ალექსანდრე დიუმა,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2684&lang=ka-GE,978-9941-29-023-7,11.95,https://www.palitral.ge//pictures/image17/61fd3764645ce1f8094d618b1aa662eb.jpg
პალიტრა L,ოლივერ ტვისტი,ჩარლზ დიკენსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2683&lang=ka-GE,978-9941-29-024-4,11.95,https://www.palitral.ge//pictures/image17/757dea4ea9c1bd38c8b8686543fd8c6a.jpg
პალიტრა L,სიამაყე და ცრურწმენა,ჯეინ ოსტინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2678&lang=ka-GE,978-9941-29-538-6,11.95,https://www.palitral.ge//pictures/image17/84c7503c7bd8fdebafe0b08a9f57c231.jpg
პალიტრა L,უბედური ქალი,ივან ტურგენევი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2682&lang=ka-GE,978-9941-29-310-8,10,https://www.palitral.ge//pictures/image17/22cb7a534fb806f5bc0d235925c04087.jpg
პალიტრა L,მამები და შვილები,ივან ტურგენევი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2681&lang=ka-GE,978-9941-29-311-5,10,https://www.palitral.ge//pictures/image17/316c6570b8a7911f9c2435572295b67a.jpg
პალიტრა L,ელვარების კოდი,ჯეიმზ დაშნერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2680&lang=ka-GE,978-9941-21-926-9,11.95,https://www.palitral.ge//pictures/image17/e4eaafde1c31344aa1d2ef9689f14ec2.jpg
პალიტრა L,გამხდარი მამაკაცი,დეშილ ჰემეთი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2679&lang=ka-GE,978-9941-29-517-1,10,https://www.palitral.ge//pictures/image17/60bdd1af57b01324815194627019ac92.jpg
პალიტრა L,"აჰა, მიიწურა ზამთარი",თამაზ ჭილაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2620&lang=ka-GE,978-9941-29-545-4,14.95,https://www.palitral.ge//pictures/image17/8fad78358fa9c3584813074f216c9928.jpg
პალიტრა L,პარიზის ღვთისმშობლის ტაძარი,ვიქტორ ჰიუგო,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2677&lang=ka-GE,978-9941-29-439-6,11.95,https://www.palitral.ge//pictures/image17/436d1e731d7565ec88d1cc0b88d5e8cd.jpg
პალიტრა L,ჩემი საუკეთესო ნაწილი,ნიკოლას სპარქსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1943&lang=ka-GE,9789941244186,12.99,https://www.palitral.ge//pictures/image17/abe3c2218c28d660e6ccfba8da5c0c76.jpg
პალიტრა L,პატარძალი შავებში,კორნელ ვულრიჩი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2675&lang=ka-GE,978-9941-29-402-0,10,https://www.palitral.ge//pictures/image17/618ba0602aa98ece8cc27dabeaa96dba.jpg
პალიტრა L,უსაფრთხო თავშესაფარი,ნიკოლას სპარქსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2674&lang=ka-GE,978-9941-29-266-8,13.99,https://www.palitral.ge//pictures/image17/452c6e65f54543565ae2612efe180ad5.jpg
პალიტრა L,გონების ხმა,ჯეინ ოსტინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2673&lang=ka-GE,978-9941-29-378-8,9.95,https://www.palitral.ge//pictures/image17/8abcdeda48c6794595576f47a110b4ec.jpg
პალიტრა L,შიში,როს მაკდონალდი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2604&lang=ka-GE,978-9941-29--373-3,10,https://www.palitral.ge//pictures/image17/e0b59035a8522f770c90d014f4067228.jpg
პალიტრა L,სულის მოთქმა. მადლობა ცეცხლისთვის,მარიო ბენედეტი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2672&lang=ka-GE,978-9941-29-516-4,14.95,https://www.palitral.ge//pictures/image17/46cb0e2ebb1d3415946443e445cb3c92.jpg
პალიტრა L,სიყვარულის ორმოცი წესი,ელიფ შაფაქი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2671&lang=ka-GE,978-9941-29-155-5,11.95,https://www.palitral.ge//pictures/image17/347a3b90b2915897f646cceaa946dd7e.jpg
პალიტრა L,მერსისაიდუმლო დღიური,ნუგზარ ღვალაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2670&lang=ka-GE,978-9941-29-428-0,8.95,https://www.palitral.ge//pictures/image17/bd87545d8a8334a5a7f260f3ff478fcb.jpg
პალიტრა L,ფრენისგან სუნთქვაშეკრული,ანეტე ლორი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2669&lang=ka-GE,978-9941-29-513-3,8.95,https://www.palitral.ge//pictures/image17/dd2e02ad6c161de9e227d2b2d9b5c510.jpg
პალიტრა L,მთვარის სპეკალი,უილკი კოლინზი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2606&lang=ka-GE,978-9941-29-499-0,10,https://www.palitral.ge//pictures/image17/3cc93523df21029babfd6a4fbbde01db.jpg
პალიტრა L,მისტიფიკაცია,ედგარ ალან პო,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2668&lang=ka-GE,978-9941-29-416-7,10,https://www.palitral.ge//pictures/image17/9e78ce57c47d40e24626bb49931ada90.jpg
პალიტრა L,მისტიფიკაცია,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=93&lang=ka-GE,978-9941-19-215-9,3.99,https://www.palitral.ge//pictures/image17/a769d57b33be6cc1faf99a12c7d95b11.jpg
პალიტრა L,ლავროსი,ევგენი ვოდოლაზკინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2667&lang=ka-GE,978-9941-29-009-1,11,https://www.palitral.ge//pictures/image17/894beb2ea1078ac8570f9d242c04a3e1.jpg
პალიტრა L,წინამორბედი,ჯ.პ.დილენი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2666&lang=ka-GE,978-9941-29-181-4,12.99,https://www.palitral.ge//pictures/image17/35abe44c814625ead5481a32f06eb86a.jpg
პალიტრა L,დემეტრე I,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2665&lang=ka-GE,978-9941-29-504-1,10,https://www.palitral.ge//pictures/image17/a9db89934d39b17d4601031bb25f3710.jpg
პალიტრა L,ერეკლე II,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2447&lang=ka-GE,978-9941-29-504-1,10,https://www.palitral.ge//pictures/image17/1e48deaf3e63f9c71274894a8ca71c91.png
პალიტრა L,მენსფილდ-პარიკი,ჯეინ ოსტინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2663&lang=ka-GE,978-9941-29-369-6,11.95,https://www.palitral.ge//pictures/image17/d8acdf7ab776b0f2bbce59af80504fcb.jpg
პალიტრა L,გონება და გრძნობა,ჯეინ ოსტინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2327&lang=ka-GE,978-9941-29-036-7,10,https://www.palitral.ge//pictures/image17/c55e0f948ca1cf7a034911da667a03d3.jpg
პალიტრა L,გონება და გრძნობა,ჯეინ ოსტინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2662&lang=ka-GE,978-9941-29-460-0,9.95,https://www.palitral.ge//pictures/image17/a78df51cb106f178df6bd0f8f5da5c28.jpg
პალიტრა L,მათემატიკის ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2661&lang=ka-GE,978-9941-24-463-6,7.99,https://www.palitral.ge//pictures/image17/f2de1f4b1913c145f75373dceb74a117.jpg
პალიტრა L,მათემატიკის შეფასების ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2639&lang=ka-GE,978-9941-24-461-2,7.99,https://www.palitral.ge//pictures/image17/d8e4e161cf3e67305d3d223a84105473.jpg
პალიტრა L,ვისწავლოთ შინ  მათემატიკა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2634&lang=ka-GE,978-9941-29-002-2,5.99,https://www.palitral.ge//pictures/image17/3d36974d293c71a64f342fc14fe02a33.jpg
პალიტრა L,მათემატიკის 10 წუთიანი ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2660&lang=ka-GE,978-9941-24-614-2,7.99,https://www.palitral.ge//pictures/image17/a7911b9fc78a550e2ce3d227aaf058a1.jpg
პალიტრა L,საკვები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2659&lang=ka-GE,978-9941-24-558-9,4.99,https://www.palitral.ge//pictures/image17/e3350aaaeb5819d080e59a0d9d42a6a0.jpg
პალიტრა L,მათემატიკის შეფასების ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2638&lang=ka-GE,978-9941-24-462-9,7.99,https://www.palitral.ge//pictures/image17/56d52b2a4a8030a1435f06dde71f1299.jpg
პალიტრა L,ციფრები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2658&lang=ka-GE,978-9941-24-560-2,4.99,https://www.palitral.ge//pictures/image17/5a244f9aab4228668699d4767e61975e.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2657&lang=ka-GE,978-9941-24-465-0,7.99,https://www.palitral.ge//pictures/image17/371d4a66b812bd07922f6ca738dd66c2.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2647&lang=ka-GE,978-9941-24-454-4,7.99,https://www.palitral.ge//pictures/image17/e285aa5453ff1b56329b9e64eb6cbfee.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2656&lang=ka-GE,978-9941-24-615-9,7.99,https://www.palitral.ge//pictures/image17/2381a093c6fc1922f89868c645ea005e.jpg
პალიტრა L,სახალისო  მათემატიკა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2655&lang=ka-GE,978-9941-24-749-1,12.99,https://www.palitral.ge//pictures/image17/88c22926f77fba16fec1f4dcaf85ac59.jpg
პალიტრა L,მათემატიკის შეფასების ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2654&lang=ka-GE,978-9941-24-460-5,7.99,https://www.palitral.ge//pictures/image17/6281bdbbd488c0837f8a6724c461d9c8.jpg
პალიტრა L,მათემატიკის შეფასების ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2653&lang=ka-GE,978-9941-24-460-5,7.99,https://www.palitral.ge//pictures/image17/872dde0f006822e2d48eb380dc60e41a.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2652&lang=ka-GE,978-9941-24-453-7,7.99,https://www.palitral.ge//pictures/image17/507467d02bb514c58c9bd4b00bca272e.jpg
პალიტრა L,ენოტის რემონტი,ნათია ჯანაშია,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2651&lang=ka-GE,978-9941-24-864-1,16.95,https://www.palitral.ge//pictures/image17/9e56e23006628aeec730b50d16ad49c3.jpg
პალიტრა L,ფერები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2650&lang=ka-GE,978-9941-24-559-6,4.99,https://www.palitral.ge//pictures/image17/611bd349284b0968c0b17dd34d6adf38.jpg
პალიტრა L,მათემატიკის შეფასების ტესტები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2649&lang=ka-GE,978-9941-24-458-2,7.99,https://www.palitral.ge//pictures/image17/bdb38d891827cff27d4e2c29984be58e.jpg
პალიტრა L,ცხოველები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2646&lang=ka-GE,978-9941-24-557-2,4.99,https://www.palitral.ge//pictures/image17/979d5aecd1a3b8d5b1d6d1e5cbc5b033.jpg
პალიტრა L,ზოოპარკი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2645&lang=ka-GE,978-9941-24-600-5,9.95,https://www.palitral.ge//pictures/image17/7cf8ec113d1bfcde9636e6e756d6d38e.jpg
პალიტრა L,ოკეანე,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2644&lang=ka-GE,978-9941-24-599-2,9.95,https://www.palitral.ge//pictures/image17/000f5f2786b290d48174f03e84c66c05.jpg
პალიტრა L,სახალისო ინგლისური,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2642&lang=ka-GE,978-9941-24-748-4,12.99,https://www.palitral.ge//pictures/image17/6034304856b8179666088fb49530fc1b.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2636&lang=ka-GE,978-9941-24-456-8,7.99,https://www.palitral.ge//pictures/image17/06fccdb37d3c95cf32eda06e3ff9c896.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2641&lang=ka-GE,978-9941-24-455-1,7.99,https://www.palitral.ge//pictures/image17/e283a3786adae02a1b69b159283d06d1.jpg
პალიტრა L,არავერბალური მსჯელობა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2637&lang=ka-GE,978-9941-24-615-9,7.99,https://www.palitral.ge//pictures/image17/a83a84dedb5e3945d9c01b0b8249abbf.jpg
პალიტრა L,ვისწავლოთ შინ თვლა,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2635&lang=ka-GE,978-9941-24-997-6,5.99,https://www.palitral.ge//pictures/image17/83a84e705fddbebf76116dd3299e38b7.jpg
პალიტრა L,ვისწავლოთ შინ ფერები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2633&lang=ka-GE,978-9941-24-995-2,5.99,https://www.palitral.ge//pictures/image17/28f558784d9541718d104d091691a3f3.jpg
პალიტრა L,ვისწავლოთ შინ რიცხვები,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2632&lang=ka-GE,978-9941-24-997-6,5.99,https://www.palitral.ge//pictures/image17/2e5165dbc0f388915cf1175c3780bdb3.jpg
პალიტრა L,ფრანკენშტაინი,მერი შელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2629&lang=ka-GE,978-9941-29-446-4,8.95,https://www.palitral.ge//pictures/image17/7392521388652eecd98c2bbe0b2c243b.jpg
პალიტრა L,ბირმული დღეები,ჯორჯ ორუელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2527&lang=ka-GE,978-9941-29-154-8,16.99,https://www.palitral.ge//pictures/image17/7549e3e53cc429aa0a4223dd2983864c.png
პალიტრა L,100  გზა მოწყენილობის დასამარჩხებლად,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2628&lang=ka-GE,978-9941-29-403-7,11.95,https://www.palitral.ge//pictures/image17/8efd8af6051f6e55ac3c29f88752b7a0.jpg
პალიტრა L,ჩემი ცხოვრების ერთი წელი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2627&lang=ka-GE,978-9941-29-438-9,11.95,https://www.palitral.ge//pictures/image17/c16571dca1aad0fb19b8836098a60e92.jpg
პალიტრა L,დავით ბენ გურიონი,დავიდ ბენ-გურიონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2626&lang=ka-GE,978-9941-29-462-4,9,https://www.palitral.ge//pictures/image17/ff2a9d97b45feea273679ee6485c8efb.jpg
პალიტრა L,მარგარეტ თეტჩერი,მარგარეტ თეტჩერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2625&lang=ka-GE,978-9941-29-511-9,9,https://www.palitral.ge//pictures/image17/7fbf537e4db6f2bd32743e637231b11e.jpg
პალიტრა L,გადაკვეთა,მაიკლ კონელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2624&lang=ka-GE,978-9941-29-461-7,13.95,https://www.palitral.ge//pictures/image17/38dbbda13ee10ad9ddae33031dc8bcac.jpg
პალიტრა L,დროის კარი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2623&lang=ka-GE,978-9941-24-889-4,9.95,https://www.palitral.ge//pictures/image17/f5705302e53cf72f814de7ebf82cf816.jpg
პალიტრა L,"ბიჭი, ჩიტი და ოსტატი ალბერტო",მატილდა ვუდსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2622&lang=ka-GE,978-9941-29-016-9,9.95,https://www.palitral.ge//pictures/image17/81def99fe7c5214e8d0fb6c1617dc63c.jpg
პალიტრა L,სპირალი,გურამ ფანჯიკიძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2619&lang=ka-GE,978-9941-29-545-4,16.95,https://www.palitral.ge//pictures/image17/a4c62cd0faa3b5c1caebd8389340a4f5.jpg
პალიტრა L,სპირალი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2580&lang=ka-GE,978-9941-29-357-3,16.95,https://www.palitral.ge//pictures/image17/0254ca9752d2920ffb286172b5b5d7de.png
პალიტრა L,გრძელი გზა,ნიკოლას სპარქსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2618&lang=ka-GE,978-9941-29-496-9,14.95,https://www.palitral.ge//pictures/image17/5d01fcce665cab625d34cb3cb2a96f3c.jpg
პალიტრა L,მდგმურად  უაილდფელ-ჰოლში,ენ ბრონტე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2617&lang=ka-GE,978-9941-29-515-7,13,https://www.palitral.ge//pictures/image17/b5027580603e4b357a44dacb0126e575.jpg
პალიტრა L,შარლოტის კვალი,ბრიტანი კავალარო,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2616&lang=ka-GE,978-9941-29-214-9,13,https://www.palitral.ge//pictures/image17/70dabde4e6f37d539ce07425631300b0.jpg
პალიტრა L,მინაუ ბლაის წმინდა ტყუილები,სტეფანი ოუკსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2615&lang=ka-GE,978-9941-29-477-8,12.95,https://www.palitral.ge//pictures/image17/031ec8cfabb3cc35b24b3ccf45cb4b23.jpg
პალიტრა L,გიკი გოგო - თავდაყირა,ჰოლი სმეილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2614&lang=ka-GE,978-9941-24-526-8,11,https://www.palitral.ge//pictures/image17/d1ee39cdd54f7aa975159bbf7faa3166.jpg
პალიტრა L,მკვლელობაში ეჭვმიტანილის  აღსარება,ჯეიმზ პეტერსონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2613&lang=ka-GE,978-9941-29-459-4,12.95,https://www.palitral.ge//pictures/image17/ccdc4192c9ca5dd9ae55f6efaa9492bc.jpg
პალიტრა L,უბედური შემთხვევების სეზენი,მოირა ფაული-დოილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2612&lang=ka-GE,978-9941-29-104-3,13.99,https://www.palitral.ge//pictures/image17/1d6e83b1041f7784dd91227f88c1544e.jpg
პალიტრა L,ტარტარენ ტარასკონელი,ალფონს დოდე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2611&lang=ka-GE,978-9941-29-474-7,10,https://www.palitral.ge//pictures/image17/5a5661e12cdd00e32ad4adc5c1b0285b.jpg
პალიტრა L,მკვლელობა მორგის ქუჩაზე,ედგარ ალან პო,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2609&lang=ka-GE,978-9941-29-417-4,10,https://www.palitral.ge//pictures/image17/d066d404bc672c03d75a5e279b236990.jpg
პალიტრა L,წერილები ჩემი წისქვილიდან,ალფონს დოდე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2610&lang=ka-GE,978-9941-29-468-6,10,https://www.palitral.ge//pictures/image17/4ea4df455fd325472a1db0c68a08fa40.jpg
პალიტრა L,დროის მანქანა,ჰერბერტ უელსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2608&lang=ka-GE,978-9941-29-529-4,10,https://www.palitral.ge//pictures/image17/cdbb0ae8969f97373ded2f5ecb2102cd.jpg
პალიტრა L,"კაცი,რომელიც ""ხუთშაბათი"" იყო",გ. კ. ჩესტერტონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2605&lang=ka-GE,978-9941-29--501-0,10,https://www.palitral.ge//pictures/image17/bf3a6bd7859fe174a8a278f47020b746.jpg
პალიტრა L,მონოგრამიანი მკვლელობები,სოფი ჰანა,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2602&lang=ka-GE,978-9941-29-451-8,10,https://www.palitral.ge//pictures/image17/baaf4a18cc990606d348cf14d2bab20f.jpg
პალიტრა L,დათარსული კაცი,ჯეიმს ჰედლი ჩეიზი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2603&lang=ka-GE,978-9941-29-479-2,10,https://www.palitral.ge//pictures/image17/9b17b446e8f76f0308f770a45ed8be21.jpg
პალიტრა L,ადამიანი-ამფიბია,ალექსანდრ ბელიაევი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2591&lang=ka-GE,978-9941-29-400-6,12.95,https://www.palitral.ge//pictures/image17/03e9f3b4d98f73b56e8d7d4c5b9dbdff.jpg
პალიტრა L,შვიდი მომაკვდინებელი გრძნობა,ნიკოლოზ ტოტოღაშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2590&lang=ka-GE,978-9941-29-514-0,11.95,https://www.palitral.ge//pictures/image17/a003dafb28847b0bd7db301f45e9c3b2.jpg
პალიტრა L,შულამელი გოგონები,გვანცა გუბელაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2589&lang=ka-GE,978-9941-29-505-8,11.95,https://www.palitral.ge//pictures/image17/52949230cde378cfbc558b71588ea118.jpg
პალიტრა L,ალაჰი ჩემი მეგობარია,ვახტანგ ვახტანგაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2588&lang=ka-GE,978-9941-29-482-2,11.95,https://www.palitral.ge//pictures/image17/6d86069d57dfa5ebd6e35568de2c9b47.jpg
პალიტრა L,ტრანსმუტაცია,იაგო თვალაბეიშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2587&lang=ka-GE,978-9941-29-481-5,11.95,https://www.palitral.ge//pictures/image17/8d05cd25ddd72d084c04136b2469f1d7.jpg
